year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),97.5,85,4086,4000,4146,4000,3850,4500
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,96.1,80.3,3037,3000,3216,3000,2800,3500
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Science (Diagnostic Radiography),100,100,3670,3500,3880,3700,3500,4025
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Science (Occupational Therapy),100,98.3,3521,3500,3546,3500,3400,3690
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Science (Radiation Therapy) ^,100,100,3310,3500,3328,3500,3000,3500
2021,Singapore Institute of Technology,SIT- DigiPen Institute of Technology,Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems),100,95.1,4086,4000,4402,4370,3700,4900
2021,Singapore Institute of Technology,SIT- Massey University,Bachelor of Food Technology with Honours,96.4,89.1,3221,3300,3322,3300,3000,3500
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,79.2,64.2,3466,3500,3836,3700,3350,4200
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,98.3,84.5,3583,3500,3691,3600,3500,3850
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,100,90.5,3598,3500,3819,3750,3400,4250
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,93.4,90.2,3646,3600,3787,3650,3600,4000
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,100,95.7,3476,3300,3592,3400,3250,3850
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,82.4,70.6,3513,3500,3575,3550,3350,3850
2021,Singapore Institute of Technology,SIT-Trinity College Dublin,Bachelor of Science (Physiotherapy),97.9,96.8,3516,3500,3591,3525,3400,3800
2021,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Civil Engineering,92.8,92.8,3650,3600,3719,3675,3500,3933
2021,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,98.3,86.4,3403,3350,3697,3700,3350,3990
2021,Singapore Institute of Technology,Technische Universit�t M�nchen,Bachelor of Science in Chemical Engineering,95.7,87,3495,3500,3645,3557,3400,3865
2021,Singapore Institute of Technology,Technische Universit�t M�nchen,Bachelor of Science in Electrical Engineering & Information Technology ^,81.5,74.1,3649,3600,3806,3700,3250,4265
2021,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,91.9,67.7,2647,2500,2817,2700,2500,3100
2021,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,94.4,59.3,2951,3000,2989,3000,2700,3200
2021,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,94.3,65.7,2761,3000,2807,3000,2500,3100
2021,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,95.5,81.8,3807,3600,4001,3850,3400,4500
2021,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,98.7,93,3751,3400,3814,3400,3200,4000
2021,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),97.9,92.6,4161,3700,4213,3850,3300,4600
2021,Singapore Management University,School of Business (4-year programme) *,Business Management,96.6,86,4229,4000,4371,4000,3500,4650
2021,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),96.6,90.3,4705,4333,4855,4480,3800,5043
2021,Singapore Management University,School of Economics (4-year programme) *,Economics,91.8,83.5,4641,4275,4777,4435,3800,5250
2021,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),94.1,91.2,5209,4750,5310,4900,4191,5810
2021,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,98.2,94.6,4774,4860,4906,5000,4200,5350
2021,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),97.4,93.6,5317,5050,5499,5350,5000,5833
2021,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,94.1,77.1,3656,3465,3836,3600,3200,4010
2021,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),96.9,86.2,3856,3500,4063,3763,3350,4500
2021,Singapore Management University,School of Law (4-year programme) *,Law #,100,98.3,5319,5500,5433,5600,4500,6000
2021,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,100,98.8,5613,5600,5754,5800,5025,6000
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Early Childhood Education,93,88.4,2949,3000,2963,3000,2800,3100
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,95.6,80.9,3249,3200,3412,3200,3000,3500
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Social Work,94.7,86.8,3432,3530,3461,3530,3400,3580
2021,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,98.6,89,3199,3200,3231,3200,3000,3400
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Business Analytics,93.5,83.9,4218,3800,4372,3800,3350,4900
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance,84.4,56.3,3856,3500,3862,3500,3300,4350
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,92.4,63.6,3303,3200,3411,3275,2820,3600
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Supply Chain Management,97.4,79.5,3245,3200,3381,3300,3025,3500
2021,Singapore University of Technology and Design,na,Bachelor of Engineering (Computer Science and Design),98.3,96.7,4936,4800,5030,4800,4400,5414
2021,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),89.9,85.5,4047,4000,4141,4000,3750,4500
2021,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),95.5,90.9,4542,4500,4778,4700,3900,5000
2021,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),96.6,89.7,3800,3801,3842,3875,3430,4200
